lattice,M_g,U_over_D,T_over_D,n_bare_attempts,has_bare_native,has_R_converted_from_bare,has_R_reoptimized_from_bare,has_R_native_continuation,gem_reference
square,3,3.05,0.001,2,1,1,1,0,1
square,3,3.05,0.002,2,1,1,1,0,1
square,3,3.05,0.003,2,1,1,1,0,1
square,3,3.05,0.004,2,1,1,1,0,1
square,3,3.05,0.005,2,1,1,1,0,1
square,3,3.05,0.006,2,1,1,1,0,1
square,3,3.05,0.008,2,1,1,1,0,1
square,3,3.05,0.01,2,1,1,1,0,1
square,3,3.05,0.015,2,1,1,1,0,1
square,3,3.05,0.02,2,1,1,1,0,1
square,3,3.1,0.001,2,1,1,1,0,1
square,3,3.1,0.002,2,1,1,1,0,1
square,3,3.1,0.003,2,1,1,1,0,1
square,3,3.1,0.004,2,1,1,1,0,1
square,3,3.1,0.005,2,1,1,1,0,1
square,3,3.1,0.006,2,1,1,1,0,1
square,3,3.1,0.008,2,1,1,1,0,1
square,3,3.1,0.01,2,1,1,1,0,1
square,3,3.1,0.015,2,1,1,1,0,1
square,3,3.1,0.02,2,1,1,1,0,1
square,3,3.15,0.001,2,1,1,1,0,1
square,3,3.15,0.002,2,1,1,1,0,1
square,3,3.15,0.003,2,1,1,1,0,1
square,3,3.15,0.004,2,1,1,1,0,1
square,3,3.15,0.005,2,1,1,1,0,1
square,3,3.15,0.006,2,1,1,1,0,1
square,3,3.15,0.008,2,1,1,1,0,1
square,3,3.15,0.01,2,1,1,1,0,1
square,3,3.15,0.015,2,1,1,1,0,1
square,3,3.15,0.02,2,1,1,1,0,1
square,3,3.2,0.001,2,1,1,1,0,1
square,3,3.2,0.002,2,1,1,1,0,1
square,3,3.2,0.003,2,1,1,1,0,1
square,3,3.2,0.004,2,1,1,1,0,1
square,3,3.2,0.005,2,1,1,1,0,1
square,3,3.2,0.006,2,1,1,1,0,1
square,3,3.2,0.008,2,1,1,1,0,1
square,3,3.2,0.01,2,1,1,1,0,1
square,3,3.2,0.015,2,1,1,1,0,1
square,3,3.2,0.02,2,1,1,1,0,1
