M_g,gauge,branch,U_over_D,T_over_D,observable,value_continuum,rel_Nk64,scaleaware_Nk64,gate_tol,Nk64_passes,note
3,bare_native,metal,2.0,0.01,D_occ,0.07574376389323328,-5.030078061095432e-07,-5.030078061095432e-07,0.001,1,
3,bare_native,metal,2.0,0.01,n,0.9999999999999993,3.330669073875472e-16,3.330669073875472e-16,0.001,1,
3,bare_native,metal,2.0,0.01,Omega_over_D,-1.083389932294562,-2.5879560919744657e-08,2.5879560919744657e-08,0.001,1,
3,bare_native,metal,2.0,0.01,E_kin_over_D,-0.23286431386824186,-4.899722752507222e-07,4.899722752507222e-07,0.001,1,
3,bare_native,metal,2.0,0.01,E_pot_over_D,0.15148752778646657,-5.030078061095432e-07,-5.030078061095432e-07,0.001,1,
3,bare_native,metal,2.0,0.01,E_tot_over_D,-0.08137678608177529,-4.6570589120844e-07,4.6570589120844e-07,0.001,1,
3,bare_native,metal,2.5,0.001,Z_pole,0.09905803678135865,-0.0007503578454140476,-0.0007503578454140476,0.001,1,
3,bare_native,metal,2.5,0.001,Z_mats,0.09905803678135827,-0.00075035784541349,-0.00075035784541349,0.001,1,
3,bare_native,metal,2.5,0.001,D_occ,0.03831797033416122,-0.0003234178606748726,-0.0002478543198175531,0.001,1,near-Z=0: use scale-aware
3,bare_native,metal,2.5,0.001,n,1.0000000000000002,1.3322676295501877e-15,1.3322676295501877e-15,0.001,1,
3,bare_native,metal,2.5,0.001,Omega_over_D,-1.3033948176292913,-7.863160742418338e-07,7.863160742418338e-07,0.001,1,
3,bare_native,metal,2.5,0.001,E_kin_over_D,-0.14935478989006223,-0.00023353856256791086,0.00023353856256791086,0.001,1,
3,bare_native,metal,2.5,0.001,E_pot_over_D,0.09579492583540306,-0.00032341786067501747,-0.00032341786067501747,0.001,1,
3,bare_native,metal,2.5,0.001,E_tot_over_D,-0.05355986405465918,-7.278422070622013e-05,7.278422070622013e-05,0.001,1,
3,bare_native,metal,2.5,0.01,Z_pole,0.007641604521009744,9.080624741471632e-06,1.3878108615604512e-06,0.001,1,near-Z=0: use scale-aware
3,bare_native,metal,2.5,0.01,Z_mats,0.00764160452100971,9.080624741471673e-06,1.3878108615604512e-06,0.001,1,near-Z=0: use scale-aware
3,bare_native,metal,2.5,0.01,D_occ,0.021388227141040248,-1.069480336631766e-06,-4.57485767255128e-07,0.001,1,near-Z=0: use scale-aware
3,bare_native,metal,2.5,0.01,n,1.000000000000001,2.2204460492503106e-16,2.2204460492503106e-16,0.001,1,
3,bare_native,metal,2.5,0.01,Omega_over_D,-1.3077911367939699,-2.6911495446013057e-08,2.6911495446013057e-08,0.001,1,
3,bare_native,metal,2.5,0.01,E_kin_over_D,-0.10449472168032736,-1.2317891877174243e-06,1.2317891877174243e-06,0.001,1,
3,bare_native,metal,2.5,0.01,E_pot_over_D,0.05347056785260062,-1.0694803365344383e-06,-1.0694803365344383e-06,0.001,1,
3,bare_native,metal,2.5,0.01,E_tot_over_D,-0.051024153827726744,-1.4018801307159034e-06,1.4018801307159034e-06,0.001,1,
3,bare_native,metal,3.0,0.01,Z_pole,0.0019911128826745634,-1.3420292683192207e-05,-5.344263530153437e-07,0.001,1,near-Z=0: use scale-aware
3,bare_native,metal,3.0,0.01,Z_mats,0.0019911128826745565,-1.3420292683845678e-05,-5.344263530413645e-07,0.001,1,near-Z=0: use scale-aware
3,bare_native,metal,3.0,0.01,D_occ,0.01434883979086903,1.7314398781120585e-06,4.968830683710346e-07,0.001,1,near-Z=0: use scale-aware
3,bare_native,metal,3.0,0.01,n,1.0000000000000004,-4.440892098500624e-16,-4.440892098500624e-16,0.001,1,
3,bare_native,metal,3.0,0.01,Omega_over_D,-1.5490831220618801,2.38335411158541e-08,-2.38335411158541e-08,0.001,1,
3,bare_native,metal,3.0,0.01,E_kin_over_D,-0.08538130325378974,1.7963512385921574e-06,-1.7963512385921574e-06,0.001,1,
3,bare_native,metal,3.0,0.01,E_pot_over_D,0.04304651937260709,1.7314398781926562e-06,1.4906492051824927e-06,0.001,1,near-Z=0: use scale-aware
3,bare_native,metal,3.0,0.01,E_tot_over_D,-0.042334783881182655,1.862353893543265e-06,-1.5768469918686634e-06,0.001,1,near-Z=0: use scale-aware
3,bare_native,noninteracting,0.0,0.001,Z_pole,1.0,0.0,0.0,0.001,1,
3,bare_native,noninteracting,0.0,0.001,Z_mats,1.0,0.0,0.0,0.001,1,
3,bare_native,noninteracting,0.0,0.001,D_occ,0.25,0.0,0.0,0.001,1,
3,bare_native,noninteracting,0.0,0.001,n,1.0,0.0,0.0,0.001,1,
3,bare_native,noninteracting,0.0,0.001,E_kin_over_D,-0.4052848075295703,-0.00040138796398640243,0.00040138796398640243,0.001,1,
3,bare_native,noninteracting,0.0,0.001,E_pot_over_D,0.0,,0.0,0.001,,near-Z=0: use scale-aware
3,bare_native,noninteracting,0.0,0.001,E_tot_over_D,-0.4052848075295703,-0.00040138796398640243,0.00040138796398640243,0.001,1,
3,bare_native,noninteracting,0.0,0.01,Z_pole,1.0,0.0,0.0,0.001,1,
3,bare_native,noninteracting,0.0,0.01,Z_mats,1.0,0.0,0.0,0.001,1,
3,bare_native,noninteracting,0.0,0.01,D_occ,0.25,0.0,0.0,0.001,1,
3,bare_native,noninteracting,0.0,0.01,n,1.0,0.0,0.0,0.001,1,
3,bare_native,noninteracting,0.0,0.01,E_kin_over_D,-0.4052848075295703,-0.00040138796398640243,0.00040138796398640243,0.001,1,
3,bare_native,noninteracting,0.0,0.01,E_pot_over_D,0.0,,0.0,0.001,,near-Z=0: use scale-aware
3,bare_native,noninteracting,0.0,0.01,E_tot_over_D,-0.4052848075295703,-0.00040138796398640243,0.00040138796398640243,0.001,1,
