lattice,M_g,M_h,gauge,solver_route,quadrature,integration_nodes,Nk,n_eps,branch,U_over_D,T_over_D,U_raw,T_raw,Z_pole,Z_mats,D_occ,n,Omega,Omega_over_D,E_kin,E_kin_over_D,E_pot,E_pot_over_D,E_tot_over_D,resnorm,converged,dist_to_spinodal_UD,norm_error,roundtrip_error,floor_limited,equation_accepted,physical,gated,branch_continuous,selected
square,3,2,bare_native,bare_native,uniform_kmesh,256,16,,insulator,2.0,0.01,4.0,0.02,1.8976817280165914e-09,1.897681728016583e-09,0.03315402255606306,0.9999999999999993,-2.141609058276444,-1.070804529138222,-0.2615437861318673,-0.13077189306593365,0.13261609022425225,0.06630804511212612,-0.06446384795380752,7.315333889695314e-05,1,1.2,0.0,8.440581567015215e-12,1,,,,,
square,3,2,bare_native,bare_native,uniform_kmesh,1024,32,,insulator,2.0,0.01,4.0,0.02,1.895232528233001e-09,1.895232528232993e-09,0.03315281916243677,0.9999999999999992,-2.141606876170151,-1.0708034380850755,-0.2615344604097599,-0.13076723020487996,0.1326112766497471,0.06630563832487354,-0.06446159188000641,7.287473324073379e-05,1,1.2,2.220446049250313e-16,8.003153695312903e-12,1,,,,,
square,3,2,bare_native,bare_native,uniform_kmesh,4096,64,,insulator,2.0,0.01,4.0,0.02,1.8978168110117598e-09,1.897816811011751e-09,0.03315304199711082,1.0,-2.1416072797554975,-1.0708036398777487,-0.26153618490886504,-0.13076809245443252,0.13261216798844327,0.06630608399422164,-0.06446200846021088,7.292633588029325e-05,1,1.2,0.0,7.743583552155542e-12,1,,,,,
square,3,2,bare_native,bare_native,continuum_elliptic_dos,4001,,4001,insulator,2.0,0.01,4.0,0.02,1.8941831674019647e-09,1.8941831674019564e-09,0.033153427902214753,1.0000000000000004,-2.14160797963369,-1.070803989816845,-0.261539167739514,-0.130769583869757,0.13261371160885901,0.06630685580442951,-0.0644627280653275,7.301436263485116e-05,1,1.2,0.0,1.4049650332026431e-11,1,,,,,
square,3,2,bare_native,bare_native,uniform_kmesh,256,16,,insulator,2.5,0.01,5.0,0.02,2.217314949690033e-10,2.2173149496900235e-10,0.020790318507047656,1.0000000000000004,-2.615358272537069,-1.3076791362685345,-0.20616802175955487,-0.10308401087977744,0.10395159253523828,0.05197579626761914,-0.051108214612158295,4.4389399901607385e-05,1,0.7,0.0,3.4639402457514734e-11,1,,,,,
square,3,2,bare_native,bare_native,uniform_kmesh,1024,32,,insulator,2.5,0.01,5.0,0.02,2.2149275533051922e-10,2.2149275533051842e-10,0.02079024154707105,1.0000000000000004,-2.6153580913674332,-1.3076790456837166,-0.206167267773946,-0.103083633886973,0.10395120773535524,0.05197560386767762,-0.051108030019295383,4.4366487117730045e-05,1,0.7,4.440892098500626e-16,2.6389779250735046e-11,1,,,,,
square,3,2,bare_native,bare_native,uniform_kmesh,4096,64,,insulator,2.5,0.01,5.0,0.02,2.2188193093044677e-10,2.2188193093044582e-10,0.020791413653430985,1.0000000000000009,-2.615360877877478,-1.307680438938739,-0.20617876619424327,-0.10308938309712164,0.10395706826715492,0.05197853413357746,-0.051110848963544175,4.4719483548588306e-05,1,0.7,0.0,2.7404301050637514e-11,1,,,,,
square,3,2,bare_native,bare_native,continuum_elliptic_dos,4001,,4001,insulator,2.5,0.01,5.0,0.02,2.2104153037362534e-10,2.210415303736245e-10,0.020790326917487757,1.0000000000000002,-2.61535829692793,-1.307679148463965,-0.20616810843257508,-0.10308405421628754,0.10395163458743878,0.05197581729371939,-0.05110823692256815,4.439179079559694e-05,1,0.7,0.0,4.0789815969333176e-11,1,,,,,
square,3,2,bare_native,bare_native,uniform_kmesh,256,16,,insulator,3.0,0.01,6.0,0.02,3.055768194289293e-10,3.055768194289279e-10,0.014286004174969232,1.0000000000000007,-3.0981274112788952,-1.5490637056394476,-0.1704711400562052,-0.0852355700281026,0.08571602504981539,0.042858012524907695,-0.042377557503194906,3.0346221455499115e-05,1,0.2,0.0,3.135669501830307e-11,1,,,,,
square,3,2,bare_native,bare_native,uniform_kmesh,1024,32,,insulator,3.0,0.01,6.0,0.02,3.0403794433755537e-10,3.0403794433755413e-10,0.01428596157474467,1.0000000000000007,-3.0981272807128377,-1.5490636403564189,-0.1704705406994035,-0.08523527034970176,0.08571576944846802,0.04285788472423401,-0.042377385625467744,3.032980805248901e-05,1,0.2,0.0,2.502575924268058e-11,1,,,,,
square,3,2,bare_native,bare_native,uniform_kmesh,4096,64,,insulator,3.0,0.01,6.0,0.02,3.060034460266635e-10,3.060034460266619e-10,0.014285833021674034,0.9999999999999999,-3.098126916798936,-1.549063458399468,-0.1704689251469679,-0.08523446257348395,0.0857149981300442,0.0428574990650221,-0.04237696350846185,3.028408043663304e-05,1,0.2,0.0,3.008082671840384e-11,1,,,,,
square,3,2,bare_native,bare_native,continuum_elliptic_dos,4001,,4001,insulator,3.0,0.01,6.0,0.02,3.049497558327022e-10,3.0494975583270097e-10,0.01428592627653421,1.0000000000000002,-3.098127191332207,-1.5490635956661034,-0.1704700056571847,-0.08523500282859235,0.08571555765920526,0.04285777882960263,-0.04237722399898972,3.0318323347140496e-05,1,0.2,0.0,3.4302782836448387e-11,1,,,,,
square,3,2,R_native,R_native,uniform_kmesh,256,16,,metal,2.0,0.001,4.0,0.002,0.2855375608002036,0.28553756080020276,0.07613015190503143,1.000000000000002,-2.1632110443579577,-1.0816055221789789,-0.46780694679631646,-0.23390347339815823,0.3045206076201257,0.15226030381006286,-0.08164316958809537,2.3762881571765793e-05,1,1.2,2.220446049250313e-16,2.886579864025407e-15,0,,,,,
square,3,2,R_native,R_native,uniform_kmesh,1024,32,,metal,2.0,0.001,4.0,0.002,0.2915863964312055,0.2915863964312047,0.07691698930042035,1.0000000000000018,-2.164174107852805,-1.0820870539264025,-0.47206376758010216,-0.23603188379005108,0.3076679572016814,0.1538339786008407,-0.08219790518921039,2.4284573185296403e-05,1,1.2,0.0,4.440892098500626e-15,0,,,,,
square,3,2,R_native,R_native,uniform_kmesh,4096,64,,metal,2.0,0.001,4.0,0.002,0.29318037167669025,0.2931803716766895,0.07711746337139998,0.9999999999999971,-2.164376889596994,-1.082188444798497,-0.4731350687229081,-0.23656753436145406,0.3084698534855999,0.15423492674279995,-0.0823326076186541,2.365342956696027e-05,1,1.2,0.0,3.774758283725532e-15,0,,,,,
square,3,2,R_native,R_native,continuum_elliptic_dos,4001,,4001,metal,2.0,0.001,4.0,0.002,0.2935635167388358,0.29356351673883496,0.07717006084509301,0.9999999999999999,-2.164418548911925,-1.0822092744559626,-0.47342665992743177,-0.23671332996371588,0.30868024338037203,0.15434012169018602,-0.08237320827352987,2.400373813033907e-05,1,1.2,1.1102230246251565e-16,3.1086244689504383e-15,0,,,,,
square,3,2,R_native,R_native,uniform_kmesh,256,16,,metal,2.5,0.001,5.0,0.002,0.35384380005195026,0.3538438000519493,0.05224480728559393,0.9999999999999996,-2.5503576845639486,-1.2751788422819743,-0.32088972597379356,-0.16044486298689678,0.26122403642796965,0.13061201821398483,-0.029832844772911954,0.00029509150965736225,1,0.7,0.0,4.440892098500626e-14,0,,,,,
square,3,2,R_native,R_native,uniform_kmesh,1024,32,,metal,2.5,0.001,5.0,0.002,0.35945971595638504,0.35945971595638393,0.05317015682542722,1.000000000000001,-2.5515823499809756,-1.2757911749904878,-0.32674036839733245,-0.16337018419866622,0.26585078412713614,0.13292539206356807,-0.030444792135098153,0.0002908805321944156,1,0.7,2.220446049250313e-16,3.730349362740526e-14,0,,,,,
square,3,2,R_native,R_native,uniform_kmesh,4096,64,,metal,2.5,0.001,5.0,0.002,0.3608629081187143,0.36086290811871335,0.053401981183286956,0.9999999999999997,-2.5518568744382435,-1.2759284372191217,-0.3282108346099942,-0.1641054173049971,0.2670099059164348,0.1335049529582174,-0.030600464346779682,0.00028981769561605325,1,0.7,2.220446049250313e-16,4.263256414560601e-14,0,,,,,
square,3,2,R_native,R_native,continuum_elliptic_dos,4001,,4001,metal,2.5,0.001,5.0,0.002,0.36126497797715046,0.3612649779771494,0.05346845314233215,1.0,-2.5519142738964575,-1.2759571369482288,-0.328632770524919,-0.1643163852624595,0.26734226571166075,0.13367113285583038,-0.03064525240662913,0.00028951223094158266,1,0.7,0.0,3.375077994860476e-14,0,,,,,
square,3,2,R_native,R_native,uniform_kmesh,256,16,,metal,3.0,0.001,6.0,0.002,0.09630846752805776,0.0963084675280574,0.013409261051987578,0.9999999999999989,-3.016836811970961,-1.5084184059854806,-0.10976583703980783,-0.054882918519903914,0.08045556631192546,0.04022778315596273,-0.014655135363941182,0.0003649623106903559,1,0.2,0.0,2.4868995751603507e-14,0,,,,,
square,3,2,R_native,R_native,uniform_kmesh,1024,32,,metal,3.0,0.001,6.0,0.002,0.10338437064276086,0.10338437064276049,0.014419589898218559,0.9999999999999922,-3.0170955174566956,-1.5085477587283478,-0.11610829668092655,-0.058054148340463275,0.08651753938931135,0.043258769694655676,-0.0147953786458076,0.00036246936874771566,1,0.2,0.0,3.197442310920451e-14,0,,,,,
square,3,2,R_native,R_native,uniform_kmesh,4096,64,,metal,3.0,0.001,6.0,0.002,0.10486872067007036,0.10486872067006997,0.01463194299340536,0.9999999999999973,-3.01713350478758,-1.50856675239379,-0.11744300673680734,-0.05872150336840367,0.08779165796043216,0.04389582898021608,-0.01482567438818759,0.0003619004588757306,1,0.2,2.220446049250313e-16,3.552713678800501e-14,0,,,,,
square,3,2,R_native,R_native,continuum_elliptic_dos,4001,,4001,metal,3.0,0.001,6.0,0.002,0.10502548791647279,0.10502548791647244,0.014654383794183483,0.9999999999999964,-3.017135932744381,-1.5085679663721905,-0.11758409196571042,-0.05879204598285521,0.0879263027651009,0.04396315138255045,-0.01482889460030476,0.0003618434103471764,1,0.2,3.3306690738754696e-16,2.042810365310288e-14,0,,,,,
square,3,2,R_native,R_native,uniform_kmesh,256,16,,insulator,2.0,0.001,4.0,0.002,7.417471414864331e-09,7.417471414864299e-09,0.03316962085462629,1.0,-2.1291607914258286,-1.0645803957129143,-0.26166490690773464,-0.13083245345386732,0.13267848341850516,0.06633924170925258,-0.06449321174461474,7.711200535518998e-05,1,1.2,0.0,6.305622690661039e-12,1,,,,,
square,3,2,R_native,R_native,uniform_kmesh,1024,32,,insulator,2.0,0.001,4.0,0.002,7.4465169586091795e-09,7.446516958609147e-09,0.033174647588551126,0.9999999999999991,-2.1291699559563604,-1.0645849779781802,-0.26170400503968694,-0.13085200251984347,0.1326985903542045,0.06634929517710225,-0.06450270734274122,7.831311108256502e-05,1,1.2,0.0,4.36206626375224e-12,1,,,,,
square,3,2,R_native,R_native,uniform_kmesh,4096,64,,insulator,2.0,0.001,4.0,0.002,7.563611847948455e-09,7.563611847948427e-09,0.0331931178040177,0.999999999999999,-2.129203679312745,-1.0646018396563726,-0.2618478201140727,-0.13092391005703635,0.1327724712160708,0.0663862356080354,-0.06453767444900095,8.281568517762957e-05,1,1.2,0.0,7.315703598465007e-12,1,,,,,
square,3,2,R_native,R_native,continuum_elliptic_dos,4001,,4001,insulator,2.0,0.001,4.0,0.002,7.615617136912219e-09,7.615617136912186e-09,0.03320278236567267,1.0000000000000002,-2.1292213562970055,-1.0646106781485027,-0.261923154923915,-0.1309615774619575,0.1328111294626907,0.06640556473134535,-0.06455601273061215,8.522541126803151e-05,1,1.2,0.0,4.7122306057190144e-12,1,,,,,
square,3,2,R_native,R_native,uniform_kmesh,256,16,,insulator,2.5,0.001,5.0,0.002,3.921929447878176e-10,3.9219294478781665e-10,0.0207935234641987,0.9999999999999996,-2.602889267899773,-1.3014446339498864,-0.20619934304246923,-0.10309967152123461,0.10396761732099351,0.051983808660496754,-0.05111586286073786,4.5366389884013535e-05,1,0.7,0.0,1.9376500404177932e-11,1,,,,,
square,3,2,R_native,R_native,uniform_kmesh,1024,32,,insulator,2.5,0.001,5.0,0.002,9.405329404190693e-09,9.405329404190664e-09,0.020813795536783006,1.0000000000000004,-2.6029374922350748,-1.3014687461175374,-0.20640032069388384,-0.10320016034694192,0.10406897768391503,0.052034488841957514,-0.051165671504984404,5.1954989853892054e-05,1,0.7,4.440892098500626e-16,2.26885177312397e-12,1,,,,,
square,3,2,R_native,R_native,uniform_kmesh,4096,64,,insulator,2.5,0.001,5.0,0.002,2.11578832229921e-09,2.1157883222992004e-09,0.020798081058700253,1.0,-2.6029000574070693,-1.3014500287035347,-0.20624486362720082,-0.10312243181360041,0.10399040529350126,0.05199520264675063,-0.05112722916684978,4.680239198156282e-05,1,0.7,2.220446049250313e-16,1.574207431076502e-11,1,,,,,
square,3,2,R_native,R_native,continuum_elliptic_dos,4001,,4001,insulator,2.5,0.001,5.0,0.002,2.1679473771475922e-09,2.1679473771475835e-09,0.02080385395899905,1.0000000000000002,-2.602913837428474,-1.301456918714237,-0.20630178195746962,-0.10315089097873481,0.10401926979499526,0.05200963489749763,-0.05114125608123718,4.860626687005418e-05,1,0.7,0.0,2.6208368808511295e-11,1,,,,,
square,3,2,R_native,R_native,uniform_kmesh,256,16,,insulator,3.0,0.001,6.0,0.002,2.390597098049124e-08,2.390597098049114e-08,0.014292669934458055,0.9999999999999999,-3.08567010164802,-1.54283505082401,-0.1705513325872695,-0.08527566629363476,0.08575601960674833,0.04287800980337417,-0.04239765649026059,3.319505491938137e-05,1,0.2,2.220446049250313e-16,1.0016432128168162e-11,0,,,,,
square,3,2,R_native,R_native,uniform_kmesh,1024,32,,insulator,3.0,0.001,6.0,0.002,2.3915553870522534e-08,2.3915553870522425e-08,0.014291757538064402,0.9999999999999994,-3.0856675041789074,-1.5428337520894537,-0.17053997575484423,-0.08526998787742211,0.08575054522838642,0.04287527261419321,-0.0423947152632289,3.28603692631116e-05,1,0.2,2.220446049250313e-16,8.638423310003418e-12,0,,,,,
square,3,2,R_native,R_native,uniform_kmesh,4096,64,,insulator,3.0,0.001,6.0,0.002,6.240708649852409e-08,6.240708649852384e-08,0.014298049651260839,1.0000000000000009,-3.085685700987831,-1.5428428504939156,-0.17061509012284218,-0.08530754506142109,0.08578829790756504,0.04289414895378252,-0.04241339610763857,3.577994058216802e-05,1,0.2,0.0,4.151345933678385e-12,0,,,,,
square,3,2,R_native,R_native,continuum_elliptic_dos,4001,,4001,insulator,3.0,0.001,6.0,0.002,1.8393556966423001e-07,1.8393556966422933e-07,0.014305076460600006,0.9999999999999999,-3.085706441547117,-1.5428532207735586,-0.17070046671713382,-0.08535023335856691,0.08583045876360004,0.04291522938180002,-0.04243500397676689,4.003326692432885e-05,1,0.2,0.0,2.7826629889204924e-12,0,,,,,
square,3,2,R_native,R_native,uniform_kmesh,256,16,,metal,2.0,0.01,4.0,0.02,0.2797404215558246,0.2797404215558238,0.07540903125013368,0.9999999999999996,-2.166694276032885,-1.0833471380164426,-0.4639848623979086,-0.2319924311989543,0.3016361250005347,0.15081806250026736,-0.08117436869868694,2.690038913124637e-05,1,1.2,4.440892098500626e-16,4.218847493575595e-15,0,,,,,
square,3,2,R_native,R_native,uniform_kmesh,1024,32,,metal,2.0,0.01,4.0,0.02,0.2824383063458087,0.28243830634580813,0.07573623333450133,1.0000000000000009,-2.1667805234446895,-1.0833902617223448,-0.46569280232892507,-0.23284640116446254,0.3029449333380053,0.15147246666900266,-0.08137393449545988,2.428517814911063e-05,1,1.2,2.220446049250313e-16,3.3306690738754696e-15,0,,,,,
square,3,2,R_native,R_native,uniform_kmesh,4096,64,,metal,2.0,0.01,4.0,0.02,0.28249140673407314,0.2824914067340723,0.07574301277976644,0.9999999999999993,-2.1667816604806553,-1.0833908302403277,-0.46572905072380233,-0.23286452536190116,0.3029720511190658,0.1514860255595329,-0.08137849980236828,2.4274024838719025e-05,1,1.2,2.220446049250313e-16,4.218847493575595e-15,0,,,,,
square,3,2,R_native,R_native,continuum_elliptic_dos,4001,,4001,metal,2.0,0.01,4.0,0.02,0.28249211785203115,0.2824921178520303,0.07574306828988484,1.000000000000003,-2.1667816713754213,-1.0833908356877107,-0.46572926055509956,-0.23286463027754978,0.30297227315953934,0.15148613657976967,-0.08137849369778011,2.4269320632922154e-05,1,1.2,0.0,3.774758283725532e-15,0,,,,,
square,3,2,R_native,R_native,uniform_kmesh,256,16,,metal,2.5,0.01,5.0,0.02,0.3510230976173536,0.35102309761735256,0.05178262002722913,1.0000000000000016,-2.553637765589471,-1.2768188827947355,-0.317975274121866,-0.158987637060933,0.25891310013614566,0.12945655006807283,-0.029531086992860167,0.0002971450776015377,1,0.7,2.220446049250313e-16,4.263256414560601e-14,0,,,,,
square,3,2,R_native,R_native,uniform_kmesh,1024,32,,metal,2.5,0.01,5.0,0.02,0.3543490913910103,0.3543490913910094,0.05232895198734857,0.9999999999999983,-2.5538813149159836,-1.2769406574579918,-0.32141666717377465,-0.16070833358688733,0.26164475993674285,0.13082237996837143,-0.029885953618515898,0.0002947032354586372,1,0.7,2.220446049250313e-16,3.907985046680551e-14,0,,,,,
square,3,2,R_native,R_native,uniform_kmesh,4096,64,,metal,2.5,0.01,5.0,0.02,0.35448877407912277,0.3544887740791217,0.052351925533842984,0.9999999999999998,-2.553886984675316,-1.276943492337658,-0.3215614663514126,-0.1607807331757063,0.2617596276692149,0.13087981383460745,-0.02990091934109884,0.00029460042397080357,1,0.7,1.1102230246251565e-16,3.730349362740526e-14,0,,,,,
square,3,2,R_native,R_native,continuum_elliptic_dos,4001,,4001,metal,2.5,0.01,5.0,0.02,0.3544893049560757,0.35448930495607484,0.05235201257596023,1.0000000000000007,-2.553887041968771,-1.2769435209843856,-0.32156202794541167,-0.16078101397270583,0.26176006287980114,0.13088003143990057,-0.029900982532805265,0.0002946000266881194,1,0.7,2.220446049250313e-16,3.375077994860476e-14,0,,,,,
square,3,2,R_native,R_native,uniform_kmesh,256,16,,metal,3.0,0.01,6.0,0.02,0.1411601064745065,0.14116010647450603,0.020222103976168155,0.9999999999999999,-3.021548048173088,-1.510774024086544,-0.14481139357685668,-0.07240569678842834,0.12133262385700894,0.06066631192850447,-0.011739384859923874,0.0015707303128430186,0,0.2,0.0,2.6645352591003757e-14,0,,,,,
square,3,2,R_native,R_native,uniform_kmesh,1024,32,,metal,3.0,0.01,6.0,0.02,0.14148576236553131,0.14148576236553076,0.020266593861042466,0.9999999999999996,-3.0215287173979775,-1.5107643586989887,-0.14509681374394243,-0.07254840687197121,0.1215995631662548,0.0607997815831274,-0.011748625288843816,0.001566835912359462,0,0.2,2.220446049250313e-16,3.552713678800501e-14,0,,,,,
square,3,2,R_native,R_native,uniform_kmesh,4096,64,,metal,3.0,0.01,6.0,0.02,0.14147424727771055,0.14147424727771007,0.020265431793786138,1.000000000000001,-3.021532619596236,-1.510766309798118,-0.14509621484050633,-0.07254810742025317,0.12159259076271683,0.06079629538135842,-0.011751812038894749,0.0015674109947222598,0,0.2,0.0,2.1316282072803006e-14,0,,,,,
square,3,2,R_native,R_native,continuum_elliptic_dos,4001,,4001,metal,3.0,0.01,6.0,0.02,0.14146584220785177,0.14146584220785124,0.020264271446012942,0.9999999999999997,-3.021533106457589,-1.5107665532287946,-0.14508906327310045,-0.07254453163655022,0.12158562867607765,0.06079281433803883,-0.011751717298511398,0.0015674085580561093,0,0.2,2.220446049250313e-16,2.398081733190338e-14,0,,,,,
square,3,2,R_native,R_native,uniform_kmesh,256,16,,insulator,2.0,0.01,4.0,0.02,7.268154744727694e-09,7.268154744727665e-09,0.03315539026708671,1.0000000000000002,-2.14161156022557,-1.070805780112785,-0.26155441602374185,-0.13077720801187093,0.13262156106834683,0.06631078053417341,-0.06446642747769751,7.37679476144001e-05,1,1.2,2.220446049250313e-16,7.000844348681312e-12,1,,,,,
square,3,2,R_native,R_native,uniform_kmesh,1024,32,,insulator,2.0,0.01,4.0,0.02,7.3019083002269845e-09,7.301908300226959e-09,0.03316104416912322,1.0000000000000007,-2.141621828784981,-1.0708109143924904,-0.26159827639478705,-0.13079913819739353,0.1326441766764929,0.06632208833824645,-0.06447704985914708,7.508433355274794e-05,1,1.2,1.1102230246251565e-16,5.324185536892401e-12,1,,,,,
square,3,2,R_native,R_native,uniform_kmesh,4096,64,,insulator,2.0,0.01,4.0,0.02,7.26965165842415e-09,7.269651658424117e-09,0.033155590109104856,1.0000000000000004,-2.1416119220452394,-1.0708059610226197,-0.2615559639745378,-0.1307779819872689,0.13262236043641942,0.06631118021820971,-0.06446680176905918,7.381414690092986e-05,1,1.2,0.0,6.9164673988098e-12,1,,,,,
square,3,2,R_native,R_native,continuum_elliptic_dos,4001,,4001,insulator,2.0,0.01,4.0,0.02,7.267879964522001e-09,7.267879964521971e-09,0.033155461425373664,1.0,-2.1416116898795288,-1.0708058449397644,-0.2615549611794097,-0.13077748058970484,0.13262184570149466,0.06631092285074733,-0.06446655773895751,7.378339893353865e-05,1,1.2,0.0,6.033396005022951e-12,1,,,,,
square,3,2,R_native,R_native,uniform_kmesh,256,16,,insulator,2.5,0.01,5.0,0.02,3.78456155304133e-10,3.7845615530413145e-10,0.020791220424097822,0.9999999999999997,-2.6153604169107965,-1.3076802084553982,-0.20617686984883943,-0.10308843492441971,0.10395610212048911,0.05197805106024456,-0.05111038386417516,4.466548994468841e-05,1,0.7,1.1102230246251565e-16,1.670952265442338e-11,1,,,,,
square,3,2,R_native,R_native,uniform_kmesh,1024,32,,insulator,2.5,0.01,5.0,0.02,3.780724622256443e-10,3.7807246222564304e-10,0.02079086560361095,0.9999999999999996,-2.6153595780549495,-1.3076797890274747,-0.20617341145559714,-0.10308670572779857,0.10395432801805476,0.05197716400902738,-0.05110954171877119,4.455914821718674e-05,1,0.7,2.220446049250313e-16,2.8407498575688805e-11,1,,,,,
square,3,2,R_native,R_native,uniform_kmesh,4096,64,,insulator,2.5,0.01,5.0,0.02,3.767686163048945e-10,3.767686163048932e-10,0.020790708637170852,1.0,-2.6153591995124152,-1.3076795997562076,-0.20617185602413074,-0.10308592801206537,0.10395354318585426,0.05197677159292713,-0.05110915641913824,4.451117083393392e-05,1,0.7,4.440892098500626e-16,1.6078471887226442e-11,1,,,,,
square,3,2,R_native,R_native,continuum_elliptic_dos,4001,,4001,insulator,2.5,0.01,5.0,0.02,3.7798641994126726e-10,3.7798641994126545e-10,0.020791137430448407,0.9999999999999996,-2.615360222449276,-1.307680111224638,-0.20617606340939737,-0.10308803170469868,0.10395568715224204,0.05197784357612102,-0.05111018812857766,4.464013832757437e-05,1,0.7,0.0,3.05071523598599e-11,1,,,,,
square,3,2,R_native,R_native,uniform_kmesh,256,16,,insulator,3.0,0.01,6.0,0.02,6.3734720834346165e-09,6.373472083434591e-09,0.01428615191095887,1.0000000000000004,-3.098127835111729,-1.5490639175558645,-0.1704728734905096,-0.0852364367452548,0.08571691146575322,0.04285845573287661,-0.04237798101237819,3.0501569555804956e-05,1,0.2,2.220446049250313e-16,8.997691480772119e-12,1,,,,,
square,3,2,R_native,R_native,uniform_kmesh,1024,32,,insulator,3.0,0.01,6.0,0.02,6.375481476080806e-09,6.3754814760807835e-09,0.014286082720743193,1.0000000000000004,-3.0981276327762544,-1.5490638163881272,-0.17047206770944803,-0.08523603385472402,0.08571649632445916,0.04285824816222958,-0.04237778569249444,3.0476089561907533e-05,1,0.2,4.440892098500626e-16,9.016787316795671e-12,1,,,,,
square,3,2,R_native,R_native,uniform_kmesh,4096,64,,insulator,3.0,0.01,6.0,0.02,6.37451025298317e-09,6.374510252983139e-09,0.014286101021053363,0.9999999999999996,-3.0981276863964595,-1.5490638431982298,-0.1704722682127076,-0.0852361341063538,0.08571660612632018,0.04285830306316009,-0.04237783104319372,3.0482852706380146e-05,1,0.2,0.0,1.1460610238600566e-11,1,,,,,
square,3,2,R_native,R_native,continuum_elliptic_dos,4001,,4001,insulator,3.0,0.01,6.0,0.02,6.374541894338687e-09,6.374541894338663e-09,0.01428613742191661,1.0000000000000002,-3.0981277940477483,-1.5490638970238741,-0.17047273358122364,-0.08523636679061182,0.08571682453149966,0.04285841226574983,-0.04237795452486199,3.049587612164191e-05,1,0.2,0.0,7.299050253095629e-12,1,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,256,16,,noninteracting,0.0,0.001,0.0,0.002,1.0,1.0,0.25,1.0,nan,nan,-0.8054419490340057,-0.40272097451700284,0.0,0.0,-0.40272097451700284,0.0,1,3.2,,,,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,1024,32,,noninteracting,0.0,0.001,0.0,0.002,1.0,1.0,0.25,1.0,nan,nan,-0.809272413436074,-0.404636206718037,0.0,0.0,-0.404636206718037,0.0,1,3.2,,,,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,4096,64,,noninteracting,0.0,0.001,0.0,0.002,1.0,1.0,0.25,1.0,nan,nan,-0.8102442621716828,-0.4051221310858414,0.0,0.0,-0.4051221310858414,0.0,1,3.2,,,,,,,,
square,1,2,bare_native,bare_native,continuum_elliptic_dos,4001,,4001,noninteracting,0.0,0.001,0.0,0.002,1.0,1.0,0.25,1.0,nan,nan,-0.8105696150591406,-0.4052848075295703,0.0,0.0,-0.4052848075295703,0.0,1,3.2,,,,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,256,16,,metal,1.0,0.001,2.0,0.002,0.8921955643219873,0.8921955643219868,0.1707544816451076,0.9999999999999993,-1.3849873384080666,-0.6924936692040333,-0.7277631285905494,-0.3638815642952747,0.3415089632902152,0.1707544816451076,-0.1931270826501671,5.4117113276908074e-05,1,2.2,0.0,5.684341886080802e-14,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,1024,32,,metal,1.0,0.001,2.0,0.002,0.8947491462170806,0.8947491462170799,0.1713678040759882,0.9999999999999991,-1.3880492656873997,-0.6940246328436999,-0.7319711570027221,-0.36598557850136104,0.3427356081519764,0.1713678040759882,-0.19461777442537284,4.00886069349434e-05,1,2.2,1.1102230246251565e-16,7.460698725481052e-14,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,4096,64,,metal,1.0,0.001,2.0,0.002,0.8948863718051172,0.8948863718051168,0.1714521798717944,1.0000000000000002,-1.3888541401595518,-0.6944270700797759,-0.7330312120407522,-0.3665156060203761,0.3429043597435888,0.1714521798717944,-0.1950634261485817,4.079057295208963e-05,1,2.2,0.0,6.394884621840902e-14,0,,,,,
square,1,2,bare_native,bare_native,continuum_elliptic_dos,4001,,4001,metal,1.0,0.001,2.0,0.002,0.8948991632973781,0.8948991632973778,0.1714752195542421,1.0000000000000004,-1.3890817499637365,-0.6945408749818682,-0.733374968594208,-0.366687484297104,0.3429504391084842,0.1714752195542421,-0.1952122647428619,4.127124702749121e-05,1,2.2,2.220446049250313e-16,7.460698725481052e-14,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,256,16,,metal,2.0,0.001,4.0,0.002,0.590407599789969,0.5904075997899683,0.09266511602508912,0.9999999999999998,-2.120374165189382,-1.060187082594691,-0.4949138632343727,-0.24745693161718635,0.37066046410035647,0.18533023205017823,-0.062126699567008115,8.886673923625261e-05,1,1.2,0.0,6.750155989720952e-14,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,1024,32,,metal,2.0,0.001,4.0,0.002,0.594043049908365,0.5940430499083639,0.0934133951519588,0.9999999999999996,-2.122521984508076,-1.061260992254038,-0.5001534632494149,-0.25007673162470745,0.3736535806078352,0.1868267903039176,-0.06324994132078984,8.841954241888804e-05,1,1.2,1.1102230246251565e-16,7.105427357601002e-14,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,4096,64,,metal,2.0,0.001,4.0,0.002,0.594952701234759,0.5949527012347579,0.09360133411999055,1.0,-2.1230281996844553,-1.0615140998422277,-0.5014749380170953,-0.25073746900854765,0.3744053364799622,0.1872026682399811,-0.06353480076856655,8.830808043840782e-05,1,1.2,1.1102230246251565e-16,7.105427357601002e-14,0,,,,,
